brand,title,type,price,priceWithCurrency,available,availableText,sold
Dolce&Gabbana,Dolce & Gabbana Pour Femme 3.3 / 3.4 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,41.34,US $41.34/ea,2.0,2 available / 171 sold,171.0
Bath & Body Works,Bath and Body Works NIB Black Amethyst Perfumes,Perfume,50.0,US $50.00,3.0,3 available / 3 sold,3.0
Kilian,2 Kilian Good Girl Gone Bad Eau De Parfum Mini 1.5mL + Le Rouge Lip Travel Set,Eau de Parfum,9.9,US $9.90,6.0,6 available / 2 sold,2.0
Donna Karan,Donna Karan Cashmere Mist 3.4 oz / 100ml Women Eau de Parfum Brand New Sealed,Eau de Parfum,29.95,US $29.95/ea,8.0,"8 available / 1,239 sold",1239.0
ESCADA,ESCADA Island Kiss 3.4oz (100 ml) Eau de Toilette Spray - NEW,Perfume,54.9,US $54.90,0.0,Last One / 10 sold,10.0
Rasasi,Rasasi Ladies Daarej EDP Spray 3.4 oz Fragrances 614514177013,Fragrances,18.79,US $18.79,3.0,3 available / 5 sold,5.0
ISSEY MIYAKE,NEW! L'eau D'Issey by Issey Miyake 0.84 oz EDT Perfume for Women 5B,Eau de Toilette,21.0,US $21.00,3.0,3 available / 2 sold,2.0
Clinique,"Aromatics Elixir by Clinique, 3.4 oz Perfume Spray for Women",Perfume,34.17,US $34.17/ea,0.0,Limited quantity available / 349 sold,349.0
The Body Shop,The Body Shop 'White Musk Libertine' Eau De Toilette 2oz/60ml New,Eau De Toilette,19.3,US $19.30,10.0,More than 10 available / 10 sold,10.0
Givenchy,Givenchy Dahlia Divin For Women Eau de Parfum Spray 2.5 fl oz / 75ML EDP,Eau de Parfum,70.0,US $70.00,6.0,6 available / 6 sold,6.0
Five Star Fragrance,Light Blue 6.7 oz / 200mL Women's Eau De Toilette Spray Perfume Brand New Sealed,Eau de Toilette,40.99,US $40.99/ea,10.0,More than 10 available / 14 sold,14.0
Pink sugar,Premium Fragrance Body Oil PINK SUGAR for Women 16 oz,Pink Sugar,33.5,US $33.50,10.0,More than 10 available / 11 sold,11.0
Jimmy Choo,Jimmy Choo Illicit 2 oz EDP Perfume for Women New In Box,Eau de Parfum,28.18,US $28.18/ea,10.0,More than 10 available / 131 sold,131.0
Robert Piguet,FRACAS by Robert Piguet Parfum Mini Women Splash 0.14 oz. No Box  New & RARE(P44,Parfum,23.99,US $23.99/ea,10.0,More than 10 available / 95 sold,95.0
Khadlaj,Khadlaj Hareem Al Sultan Gold Concentrated Oil Perfume 35 ml Women Spray,Oil Perfume,25.99,US $25.99/ea,10.0,More than 10 available / 49 sold,49.0
Lattafa,Lattafa Yara Women's Floral Perfume 5mL Samples Long Lasting Sweet,Perfume,9.99,US $9.99,7.0,7 available / 13 sold,13.0
Michael Kors,Michael Kors Silky Body Lotion 2.5 oz / 75 ml NEW,Lotion,29.99,US $29.99/ea,10.0,More than 10 available / 283 sold,283.0
Elizabeth & James,Elizabeth & James Nirvana Rose 0.34 oz eau de parfum rollerball NIB,Eau de Parfum,10.99,US $10.99/ea,10.0,More than 10 available / 104 sold,104.0
Oscar de la Renta,OSCAR by Oscar de la Renta for women EDT 6.7 oz New in Box,Eau de Toilette,43.39,US $43.39,0.0,Last One / 678 sold,678.0
Gucci,Gucci Flora Gorgeous Gardenia 3.3 oz EDP Perfume for Women New In Box,Eau de Parfum,84.98,US $84.98/ea,0.0,Limited quantity available / 272 sold,272.0
Coach,Coach Poppy Women's Eau de Parfum Spray 3.4 Oz Fragrance New Sealed,Eau de Parfum,30.99,US $30.99/ea,5.0,5 available / 68 sold,68.0
Victoria's Secret,Victoria's Secret Bombshell Escape Eau De Parfum 3.4oz,Eau de Parfum,55.0,US $55.00,2.0,2 available / 8 sold,8.0
Liz Claiborne,Discontinued REALITIES By Liz Claiborne 3.4oz Eau De Parfum (True Photo),Eau de Parfum,54.0,US $54.00/ea,10.0,More than 10 available / 163 sold,163.0
Moschino,I Love Love Cheap and Chic by Moschino EDT For Women 100 ml *NEW*,Eau de Toilette,24.99,US $24.99,3.0,3 available / 25 sold,25.0
Al Wataniah,Attar Al Wesal EDP Perfume By Al Wataniah 100 ML🥇Hot New Super Rich Fragrance🥇,Eau de Parfum,39.99,US $39.99/ea,10.0,More than 10 available / 79 sold,79.0
Burberry,BURBERRY BODY EDP 2.0ml .06fl oz x 5 PERFUME SPRAY SAMPLE VIALS,Eau de Parfum,10.0,US $10.00,10.0,More than 10 available / 150 sold,150.0
Elie Saab,Elie Saab Girl of Now Shine EDP 1.0 oz Fragrances 7640233340233,Fragrances,34.77,US $34.77,3.0,3 available / 4 sold,4.0
Valentino,VALENTINO Perfume Travel Spray 10ml (Choose Your Scent) Combined Shipping,Perfume,20.95,US $20.95,7.0,7 available / 238 sold,238.0
Sol De Janeiro,"Sol De Janeiro Rio Perfume Mist 1fl.oz./30ml Travel Size, Individual Sprays",Perfume,16.99,US $16.99/ea,10.0,More than 10 available / 14 sold,14.0
Gwen Stefani,L.A.M.B by Gwen Stefani LAMB perfume 0.17 oz / 5 ml EDP for Women,Eau de Parfum,28.99,US $28.99,6.0,6 available / 42 sold,42.0
Avon,Two pcs set Avon Classic Odyssey cologne PERFUME Spray 1.7 oz/Free travel spray,cologne,16.89,US $16.89,10.0,More than 10 available / 179 sold,179.0
CHANEL,Chanel Coco Mademoiselle Eau De Parfum  Sample 5ml,Eau de Parfum,16.99,US $16.99,3.0,3 available / 1 sold,1.0
AERIN,"Aerin Mediterranean Honeysuckle Tiare Summer Edition Sample Spray .05oz, 1.5ml",Eau de Parfum,11.89,US $11.89,5.0,5 available / 16 sold,16.0
Kate Spade,WALK ON AIR by Kate Spade for Women FRAGRANCE MIST 8.4 oz 250 ml NEW AS PICTURE,Fragrance Mist,13.75,US $13.75/ea,5.0,5 available / 221 sold,221.0
Juicy Couture,JUICY COUTURE DUO: VIVA LA JUICY W EDP  / VIVA LA JUICY GOLD COUTURE W EDP (5ML),Eau de Parfum,12.0,US $12.00,8.0,8 available / 10 sold,10.0
Yves Saint Laurent,New YSL Mon Paris Eau De Parfum 3 oz/90ml Yves Saint Laurent EDP Spray for Women,Eau de Parfum,35.88,US $35.88/ea,8.0,8 available / 3 sold,3.0
Versace,Versace Dylan Purple Women EDP 3.4 Oz Spray lotion Shower gel & Mini 4 Pc Set,Eau De Parfum,92.95,US $92.95/ea,5.0,5 available / 34 sold,34.0
As Show,Narciso Rodriguez Musc Noir Rose 3.3 Oz /100ml Eau de Parfum for Women New Us,Eau de Parfum,64.88,US $64.88/ea,10.0,10 available / 22 sold,22.0
Unbranded,VALENTINE NERO WOMEN Eau de Parfum 3.4 oz,Eau de Parfum,13.99,US $13.99,10.0,More than 10 available / 5 sold,5.0
Versace,VERSACE EROS POUR FEMME 3.4 oz 3.3 edt Perfume New Tester,Eau de Toilette,44.95,US $44.95/ea,107.0,107 available / 32 sold,32.0
Parfums de Marly,PARFUMS de MARLY DELINA La Rosee 2.5 oz./ 75 ml. EDP Spray- NEW IN BOX,Eau de Parfum,100.99,US $100.99,0.0,Last One / 17 sold,17.0
Jo Malone,Jo Malone Bitter  Mandarin Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,9.0,9 available / 7 sold,7.0
Ariana Grande,Sweet Like Candy by Ariana Grande perfume 3.3 / 3.4 oz edp New Tester,Eau de Parfum,29.53,US $29.53/ea,50.0,50 available / 856 sold,856.0
Parfums de Marly,Parfums de Marly Delina 2.5 fl oz Women's EDP Spray USED SALE!!!,Eau de Parfum,80.0,US $80.00,10.0,More than 10 available / 2 sold,2.0
Gucci,Gucci Guilty 1.7 oz EDT Perfume for Women New in Box,Eau de Toilette,64.58,US $64.58,0.0,Limited quantity available / 275 sold,275.0
Bath & Body Works,BATH & BODY WORKS NIGHT BLOOMING JASMINE BODY MIST 8 FL OZ,FRAGRANCE BODY MIST,23.95,US $23.95,5.0,5 available / 23 sold,23.0
Davidoff,COOL WATER * Davidoff * Perfume for Women * EDT * 3.4 oz * BRAND NEW TESTER,Eau de Toilette,20.87,US $20.87/ea,10.0,"More than 10 available / 4,936 sold",4936.0
Tom Ford,Tom Ford Black Orchid Eau De Parfum Sample Size Spray .05 FL. OZ 1.5ml VIAL VOC,Eau de Parfum,11.49,US $11.49,10.0,More than 10 available / 64 sold,64.0
Thierry Mugler,Thierry Mugler Angel Eau De Parfum  3.4 oz / 100 ml New Factory Sealed,Eau de Parfum,39.0,US $39.00/ea,4.0,4 available / 175 sold,175.0
Estée Lauder,Youth Dew by Estee Lauder EDP Spray 2.25 oz (w),Eau de Parfum,22.55,US $22.55,3.0,3 available / 15 sold,15.0
SEE PHOTO,Perfume EDP for Women 3.4 oz / 100 ml  NEW,Perfume,23.99,US $23.99,10.0,10 available / 4 sold,4.0
As Show,Carmina By Creed2.5 oz / 75 ml Eau De Parfum For Women New In Box,Eau de Parfum/Perfume,124.99,US $124.99,0.0,Last One / 3 sold,3.0
Burberry,Burberry Her ELIXIR DE PARFUM EDP Intense-Deluxe Travel Spray 0.33oz NEW IN BOX,Eau de Parfum,13.0,US $13.00,0.0,,0.0
Carolina Herrera,Good Girl by Carolina Herrera 2.7 oz Eau De Parfum Spray Women's New & Sealed,Eau de Parfum,44.97,US $44.97/ea,9.0,9 available / 2 sold,2.0
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum Spray 90 ml 3 Oz For Women New Seal,Eau de Parfum,38.69,US $38.69/ea,10.0,More than 10 available / 11 sold,11.0
Lancôme,Lancome Tresor 3.4oz EDP Women's Elegant Perfume Spray New,Eau de Parfum,43.99,US $43.99/ea,10.0,More than 10 available / 29 sold,29.0
Armand Dupree Fuller,LUCIA MENDEZ PERFUMES CON FEROMONAS ELIGE TU FAVORITO 100% ORIGINAL CAJA SELLADA,Eau de Cologne,32.99,US $32.99,10.0,More than 10 available / 472 sold,472.0
Ralph Lauren,RALPH by Ralph Lauren 3.3 / 3.4 oz EDT For Women New in Box,Eau de Toilette,47.69,US $47.69/ea,41.0,41 available / 269 sold,269.0
DKNY,Be Extra Delicious By DKNY 0.24oz EDP Women's Perfume Travel Size,Eau de Parfum,14.95,US $14.95,19.0,19 available / 5 sold,5.0
United Colors of Benetton,United Colors of Benetton MINI COLORS FEMME WOMEN **Lot of 8** 0.13 oz 4ml EDT,Eau de Toilette,24.99,US $24.99,0.0,4 lots available (8 items per lot) / 79 sold,79.0
Maison,Maison Louis Marie No.04 Bois de Balincourt Perfume Oil Rollerball .10 oz No.4,Perfume,22.09,US $22.09,0.0,Last One / 41 sold,41.0
Calvin Klein,Obsession Perfume by Calvin Klein - 3.3 / 3.4 oz / 100 ml EDP Spray New In Box,Eau de Parfum,24.65,US $24.65,10.0,More than 10 available / 615 sold,615.0
Dolce&Gabbana,Dolce & Gabbana Ladies The Only One EDP Spray 3.4 oz (Tester) Fragrances,Eau de Parfum,50.75,US $50.75,3.0,3 available / 29 sold,29.0
Vince Camuto,"Vince Camuto Illuminare Eau De Parfum Spray, 3.4 Fl Oz Open Box",Eau de Parfum,19.99,US $19.99,10.0,10 available / 177 sold,177.0
Avon,Avon Far Away Infinity Eau de Parfum 1.7 fl. oz.  NIB/Free Travel Spray,Eau de Parfum,13.89,US $13.89,10.0,More than 10 available / 157 sold,157.0
Mancera,Roses Greedy by Mancera perfume for unisex EDP 4 / 4.0 oz New in Box,Eau de Parfum,57.85,US $57.85/ea,33.0,33 available / 58 sold,58.0
Unbranded,"Sweet Tooth Eau de Parfum, Perfume for Women, 1 fl oz",1,30.96,US $30.96,2.0,2 available / 3 sold,3.0
Juliette Has A Gun,MMMM BY Juliette Has A Gun perfume for her EDP 3.3 / 3.4 oz New in Box,Eau de Perfume,53.99,US $53.99/ea,3.0,3 available / 117 sold,117.0
Paris Hilton,PARIS HILTON ELECTRIFY for Women Cologne 3.4 oz 100 ml Eau de Parfum Spray UNBOX,Eau de Parfum,14.99,US $14.99/ea,4.0,4 available / 51 sold,51.0
