brand,title,type,price,priceWithCurrency,available,availableText,sold
Hollister,Hollister Wave by Hollister 3.4 oz EDP Perfume for Women Brand New In Box,Eau de Parfum,18.14,US $18.14/ea,10.0,"More than 10 available / 1,966 sold",1966.0
Halston,Halston Cologne Spray Perfume for Women 3.4 oz Brand New Tester With Cap,Eau de Cologne,14.7,US $14.70,2.0,2 available / 169 sold,169.0
Lancôme,Tresor Midnight Rose by Lancome 2.5 oz. L'Eau de Parfum Spray for Women. New Box,Eau de Parfum,44.99,US $44.99,10.0,More than 10 available / 12 sold,12.0
Burberry,Burberry Touch by Burberry perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,34.93,US $34.93,0.0,"Last One / 1,947 sold",1947.0
Gloss Moderne,Gloss Moderne Clean Luxury Roll-On Perfume Oil - Universelle - .5oz/15ml,Perfume Oil,28.9,US $28.90,0.0,Last One / 1 sold,1.0
Lancôme,"Lancome La Vie Est Belle Little Luxuries Set Parfum,Lotion,Gloss,Blush $55 Value","Parfum, Lotion, Gloss and Blush",15.0,US $15.00/ea,10.0,More than 10 available / 7 sold,7.0
Versace,Mini Versace Crystal Noir by Versace 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,9.94,US $9.94/ea,10.0,"More than 10 available / 4,775 sold",4775.0
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz EDP Women NEW IN BOX,Eau de Parfum,38.89,US $38.89/ea,25.0,"25 available / 1,832 sold",1832.0
AS SHOW,Blooming Bouquet Bydior 3.4oz/ 100ml  EDT Perfume for Women Spray Sealed In Box,Eau de Toilette,74.99,US $74.99,0.0,Last One / 6 sold,6.0
Oscar de la Renta,VOLUPTE by Oscar de la Renta 3.3 / 3.4 oz EDT Perfume For Women New in Box,Eau de Toilette,19.41,US $19.41/ea,15.0,"15 available / 2,436 sold",2436.0
Versace,"Versace by Versace, 5 Piece Variety Mini Gift Set for Women New",Gift Sets,43.15,US $43.15/ea,10.0,More than 10 available / 66 sold,66.0
Juicy Couture,Viva La Juicy La Fleur by Juicy Couture 5 oz EDT Perfume Women Brand New Tester,Eau de Toilette,27.98,US $27.98,3.0,3 available / 204 sold,204.0
Calvin Klein,Ck One Shock for Her by Calvin Klein 6.7/6.8 oz EDT Perfume for Women New In Box,Eau de Toilette,26.15,US $26.15/ea,112.0,"112 available / 1,954 sold",1954.0
Coach,Coach Poppy Women's Eau de Parfum Spray 3.4 Oz Fragrance New Sealed,Eau de Parfum,26.0,US $26.00,0.0,Last One / 2 sold,2.0
Lancôme,TRESOR BY LANCOME 3.4 OZ / 100 ML L'EAU DE PARFUM SPRAY WOMEN'S NEW & SEALED,Eau de Parfum,40.99,US $40.99,0.0,Last One / 7 sold,7.0
Justin Bieber,The Key by Justin Bieber 3.4 oz / 100 ml Edp spy perfume for women femme vintage,Eau de Parfum,76.5,US $76.50/ea,10.0,More than 10 available / 2 sold,2.0
Revlon,Charlie White by Revlon Eau de Toilette Perfume for Women 3.4 oz New In Box,Eau de Toilette,7.99,US $7.99,8.0,8 available / 131 sold,131.0
As Show,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed,Eau de Parfum,78.99,US $78.99/ea,10.0,10 available / 7 sold,7.0
Estée Lauder,Youth Dew by Estee Lauder for Women Bath Oil 2.0 oz / 60 ml New in Box,Bath Oil,40.0,US $40.00,10.0,More than 10 available / 10 sold,10.0
Robert Piguet,Rollerball Fracas by Robert Piguet Eau De Parfum 0.25 oz / 7.5 ml new,Eau de Parfum,29.95,US $29.95/ea,10.0,More than 10 available / 14 sold,14.0
Maison Alhambra,Tascano Leather by Maison Alhambra for Women 2.7 oz Brand New in Box,Eau de Parfum,21.69,US $21.69,7.0,7 available / 3 sold,3.0
Marc Jacobs,DAISY by Marc Jacobs for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,57.63,US $57.63/ea,0.0,Limited quantity available / 430 sold,430.0
Sarah Jessica Parker,Sarah Jessica Parker Ladies Lovely EDP Spray 6.7 oz Fragrances 5060426150678,Fragrances,27.25,US $27.25,3.0,3 available / 9 sold,9.0
Jennifer Lopez,Miami Glow by J.LO Jennifer Lopez EDT Perfume for Women 3.4 oz New In Box,Eau de Toilette,23.68,US $23.68/ea,10.0,"More than 10 available / 1,576 sold",1576.0
Thierry Mugler,Thierry Mugler Angel Womens EDP 3.4 oz Iconic Luxurious Scent New Sealed,Eau de Parfum,49.99,US $49.99/ea,6.0,6 available / 75 sold,75.0
Lancôme,Lancome Tresor 3.4 oz EDP | Classic Women's Perfume Spray | New in Box,Eau de Parfum,42.99,US $42.99/ea,10.0,More than 10 available / 20 sold,20.0
Robert Piguet,Fracas De Robert Piguet  Edp Spray 3.4oz/100ml New & Unbox Authentic,Eau de Parfum,99.0,US $99.00,5.0,5 available / 7 sold,7.0
Ouai,OUAI MELROSE PLACE EAU DE PARFUM 1.5ML NEW IN BAG,Perfume,7.99,US $7.99,10.0,More than 10 available / 73 sold,73.0
Clinique,Aromatics Elixir By Clinique For Women. Body Smoother 6.7-Ounces,SKIN_MOISTURIZER,23.0,US $23.00,0.0,Last One / 102 sold,102.0
Xerjoff,Xerjoff Casamorati Bouquet Ideale Eau de Parfum 3.4 Oz Spray Regular Size No Box,Eau de Parfum,99.0,US $99.00,0.0,Last One / 11 sold,11.0
Kate Spade,"Bloom by Kate Spade, 3.3 oz EDT Spray for Women",Eau De Toilette,34.36,US $34.36/ea,10.0,More than 10 available / 28 sold,28.0
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,44.98,US $44.98,10.0,More than 10 available / 23 sold,23.0
Unbranded,100ML Marc Jacobs Daisy by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,42.88,US $42.88,10.0,More than 10 available / 34 sold,34.0
KENZO,Kenzo Jungle Elephant by Kenzo EDP For Women 3.4 oz / 100 ml *NEW IN BOX*,Eau de Parfum,38.99,US $38.99,10.0,More than 10 available / 57 sold,57.0
Dolce&Gabbana,Dolce & Gabbana Light Blue 3.3 /3.4 oz Women’s Eau de Toilette EDT Spray NEW!!,Eau de Toilette,28.6,US $28.60/ea,10.0,10 available / 145 sold,145.0
Jimmy Choo,Jimmy Choo Mini Set Gift Set Fragrances 3386460140898,Fragrances,45.11,US $45.11,3.0,3 available / 15 sold,15.0
Gianni Versace,VERSACE EROS POUR FEMME 3.3 / 3.4 oz EDP Perfume For Women New Tester,Eau de Perfume,50.07,US $50.07/ea,62.0,"62 available / 1,522 sold",1522.0
Zara,Zara Hello kitty Eau De Toilette 1.69 fl oz/50ml Perfume Fragrance Spray,Eau de Toilette,24.99,US $24.99/ea,7.0,7 available / 3 sold,3.0
Victoria's Secret,Victoria's Secret Bombshell Sundrenched Eau De Parfum 3.4 Fl Oz Edp Perfume New,Eau de Parfum,59.99,US $59.99/ea,4.0,4 available,0.0
Al Wataniah,Nadine EDP Perfume By Al Wataniah 100 ML:🥇Hot New Super Rich Fragrance🥇,Eau de Parfum,34.95,US $34.95/ea,2.0,2 available / 16 sold,16.0
Ralph Lauren,Romance by Ralph Lauren 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,46.94,US $46.94,10.0,More than 10 available / 32 sold,32.0
J Lo,LIVE LUXE by JLO Jennifer Lopez 3.3 oz / 3.4 oz Perfume New Unboxed,Eau de Perfume,17.99,US $17.99/ea,38.0,38 available / 549 sold,549.0
Calvin Klein,"Eternity Summer Daze by Calvin Klein, 3.3 oz EDP Spray for Women",Eau De Parfum,29.0,US $29.00/ea,5.0,5 available / 126 sold,126.0
Juliette has a gun,2x Juliette has a gun not a perfume sample vial 1.7Ml/0.057floz each,Perfume,11.99,US $11.99/ea,2.0,2 available / 8 sold,8.0
Jo Malone,Jo Malone Tuberose Angelica Cologne Intense Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,US $86.99,3.0,3 available / 7 sold,7.0
Yardley London,LILY OF THE VALLEY by Yardley London perfume for women EDT 4.2 oz New in Box,Eau de Toilette,14.45,US $14.45/ea,22.0,22 available / 47 sold,47.0
Narciso Rodriguez,Narciso Rodriguez for her 3.3 fl. oz. / 100 ml Eau de Parfum Women's Fragrances,Eau de Parfum,50.0,US $50.00,2.0,2 available / 4 sold,4.0
Pure Romance,Pure Romance- Dirty French Perfume Infused With Pheromones- new and sealed!,Perfume,50.0,US $50.00,8.0,8 available / 271 sold,271.0
Jo Malone,Jo Malone Amber & Patchouli Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,US $86.99,6.0,6 available / 4 sold,4.0
GUESS,Guess Girl by Guess 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,20.67,US $20.67/ea,0.0,"Limited quantity available / 5,628 sold",5628.0
Tous,Tous Touch by Tous for Women EDT 3.3 / 3.4 oz Tester with Cap,Eau de Toilette,21.64,US $21.64/ea,31.0,31 available / 337 sold,337.0
AS SHOWN,J'adore Eau De Parfum 3.4 oz / 100 ml Spray For Women New In Box,Eau de Parfum,59.99,US $59.99/ea,10.0,More than 10 available / 8 sold,8.0
Coach,Coach Love 3 oz EDP Perfume for Women New In Box,Eau de Parfum,56.97,US $56.97,10.0,More than 10 available / 254 sold,254.0
Donna Karan,Cashmere Mist by Donna Karan 3.4 oz / 100ml Women Eau de Parfum Brand New Sealed,Eau de Parfum,29.89,US $29.89/ea,10.0,More than 10 available / 339 sold,339.0
Perfumer's Workshop,Tea Rose by Perfumer's Workshop 4.0 / 4 oz EDT For Women New In Box,Eau de Toilette,13.76,US $13.76/ea,86.0,"86 available / 4,492 sold",4492.0
AS SHOWN,FLOROA Gorgeous Gardenia 3.3 oz / 100ml Eau De Perfume EDP for Women New In Box,Eau de Parfum,49.99,US $49.99/ea,5.0,5 available / 69 sold,69.0
Burberry,"Burberry Goddess Eau de Parfum EDP Sample Spray .05oz, 1.5ml New in Card",Eau de Parfum,9.89,US $9.89,4.0,4 available / 103 sold,103.0
Lattafa,YARA Rollon Perfume Oil By Lattafa 10 ML:🥇Hot New Oil Top Tier Bestseller🥇,Perfume Oil,11.99,US $11.99,0.0,Last One / 423 sold,423.0
Boucheron,Boucheron by Boucheron 3.3 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,24.74,US $24.74/ea,10.0,"More than 10 available / 2,761 sold",2761.0
As Show,J'adore Eau De Parfum  3.4 oz EDP Spray Gift For Women New Sealed 100 ml,Eau de Parfum,71.41,US $71.41/ea,5.0,5 available / 27 sold,27.0
Yves Saint Laurent,Yves Saint Laurent Libre YSL Eau de Parfum Spray 3 fl oz for Women New With Box,Eau de Parfum,59.99,US $59.99,4.0,4 available / 26 sold,26.0
Parfum,For J'adore D'eau 3.4 oz Eau De Parfums EDP Women Spray New In Sealed,Eau de Parfum,80.99,US $80.99,10.0,10 available / 4 sold,4.0
Cacharel,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women Brand New,Eau de Toilette,24.04,US $24.04/ea,0.0,Limited quantity available / 221 sold,221.0
Juicy Couture,Couture Couture by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,28.68,US $28.68/ea,145.0,"145 available / 2,188 sold",2188.0
Jo Malone,Jo Malone Wood Sage & Sea Salt 1 fl oz No Box Eau de Cologne Spray Regular Size,Eau de Cologne,34.99,US $34.99,3.0,3 available / 12 sold,12.0
Versace,Versace Ladies Versace Woman EDP Spray 1.7 oz (Tester) Fragrances 8018365250277,Eau de Parfum,15.99,US $15.99,3.0,3 available / 3 sold,3.0
Burberry,Her by Burberry Elixir De Parfum 0.33oz/10ml Spray New With Box,Elixir De Parfum,27.99,US $27.99,10.0,More than 10 available / 21 sold,21.0
Ariana Grande,Ariana Grande Cloud Pink 3.4oz EDP Women's Perfume New Sealed,Eau de Parfum,29.99,US $29.99/ea,6.0,6 available / 11 sold,11.0
Christian Audigier,ED HARDY Love & Luck by Christian Audigier 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,20.25,US $20.25/ea,120.0,"120 available / 2,996 sold",2996.0
Clinique,"Clinique Calyx Exhilerating Fragrance Eau de Parfum Spray 1.7oz 50ml, New In Box",Eau de Parfum,42.0,US $42.00,0.0,Last One / 11 sold,11.0
Sean John,Sean John Unforgivable Women's Body Mist 8 oz - Irresistibly Fresh Perfume Spray,Body Mist,6.99,US $6.99,0.0,Last One / 6 sold,6.0
Jo Malone,Jo Malone Red Roses Cologne Intense Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,4.0,4 available / 6 sold,6.0
Bvlgari,Omnia Coral by Bvlgari Omnia Coral 2.2 oz EDT Perfume for Women New In Box,Eau de Toilette,32.88,US $32.88/ea,7.0,7 available / 36 sold,36.0
Versace,Versace Pour Femme Dylan Blue 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,55.73,US $55.73/ea,10.0,10 available / 742 sold,742.0
Elizabeth Arden,5TH AVENUE NYC by Elizabeth Arden Perfume Women 4.2 oz edp NEW IN BOX,Eau de Perfume,16.82,US $16.82/ea,38.0,38 available / 263 sold,263.0
Viktor & Rolf,Viktor & Rolf Flowerbomb Tiger Lily EDP 0.34oz/10ml. New In Box.,Eau de Parfum,26.99,US $26.99/ea,10.0,More than 10 available / 65 sold,65.0
Liz Claiborne,CURVE by Liz Claiborne 3.4 / 3.3 oz edt Perfume for women New in Can,Eau de Toilette,18.35,US $18.35/ea,67.0,"67 available / 1,926 sold",1926.0
Jo Malone,Jo Malone Perfume Sample Vials 1.5ml - Choose Your Scent Combined Shipping,Eau de Cologne,4.95,US $4.95/ea,10.0,"More than 10 available / 3,954 sold",3954.0
Taylor Swift,Wonderstruck Enchanted ByTaylor Swift .17oz/5ml Edp Splash Mini  Same As Picture,Eau de Parfum,19.9,US $19.90,0.0,Last One / 41 sold,41.0
Adam Levine,Adam Levine by Adam Levine 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,9.99,US $9.99/ea,10.0,More than 10 available / 44 sold,44.0
Dolce&Gabbana,DOLCE & GABBANA Devotion Eau de Parfum Miniature Perfume in Box  .17 oz MINI,Eau de Parfum,19.95,US $19.95,0.0,Last One / 5 sold,5.0
HERMÈS,Un Jardin Sur Le Toit by Hermes 3.3 oz EDT Spray for Women Eau de Toilette New,Eau de Toilette,49.99,US $49.99/ea,2.0,2 available / 25 sold,25.0
ALFRED SUNG,FOREVER by Alfred Sung for Women Perfume 4.2 oz New in Box,Eau de Parfum,16.93,US $16.93/ea,52.0,"52 available / 1,516 sold",1516.0
Versace,Versace Dylan Turquoise Eau de Toilette Travel Spray NIB 0.33 oz / 10 ml,Eau de Toilette,19.99,US $19.99/ea,10.0,More than 10 available / 37 sold,37.0
Dolce&Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,"Eau de Toilette, Spray",29.95,US $29.95/ea,9.0,9 available / 9 sold,9.0
Dolce&Gabbana,Dolce & Gabbana Light Blue Summer Vibes Eau de Toilette Sample Spray 1.5ml New,Eau de Toilette,11.95,US $11.95/ea,10.0,More than 10 available / 73 sold,73.0
Zara,2 ZARA Red Temptation Spray  They Maybe Expired Strong Alcohol Smell NO RETURNS!,Eau de Parfum,15.0,US $15.00,5.0,5 available / 10 sold,10.0
Vera Wang,Flower Princess by Vera Wang for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,19.54,US $19.54/ea,19.0,19 available / 288 sold,288.0
Parfums de Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW in BOX & SEALED,Eau de Parfum,150.0,US $150.00,3.0,3 available / 1 sold,1.0
Carolina Herrera,Good Girl by Carolina Herrera 2.7 oz Eau De Parfum Spray Women's New & Sealed,Eau de Parfum,44.49,US $44.49/ea,9.0,9 available / 5 sold,5.0
AS SHOWN,Y*S*L Libre 3 oz / 90 ml EDP Perfume Spray for Women Gift for her New in Box,Eau de Parfum,59.99,US $59.99/ea,5.0,5 available / 30 sold,30.0
Dolce&Gabbana,Light Blue by Dolce & Gabbana 3.3 oz Women's Eau de Toilette Spray New & Sealed,Eau de Toilette,32.49,US $32.49/ea,10.0,More than 10 available / 226 sold,226.0
Al Rehab,Choco Musk - Al-Rehab Eau De Spray Perfume (50 ml/1.65 fl. oz)-  PACK OF 2,Perfume,14.9,US $14.90/ea,5.0,5 available / 5 sold,5.0
Jean couturier,CORIANDRE by JEAN COUTURIER for Women 30ml-1oz Eau de Toilette Spray (BQ22,Eau de Toilette,21.95,US $21.95/ea,5.0,5 available,0.0
Victoria's Secret,"Bombshell by Victoria's Secret 3.4 Oz – Eau De Parfum Spray, Fresh & Sealed",Eau de Parfum,33.99,US $33.99/ea,10.0,More than 10 available / 80 sold,80.0
Estée Lauder,BEAUTIFUL by Estee Lauder 2.5 oz edp Perfume for women New in Box,Eau de Parfum,29.49,US $29.49/ea,10.0,More than 10 available / 458 sold,458.0
Chopard,Casmir by Chopard for Women - 3.4 oz EDP Spray,Eau de Parfum,31.23,US $31.23,50.0,50 available / 101 sold,101.0
Versace,Mini Versace Eros Pour Femme 0.17 oz EDT Perfume for Women New In Box,Eau de Toilette,8.98,US $8.98,6.0,6 available / 64 sold,64.0
Versace,Versace Yellow Diamond Perfume for Women EDT 3.0 oz 90 ml New in Box,Eau de Toilette,37.99,US $37.99/ea,10.0,More than 10 available / 147 sold,147.0
Givenchy,Givenchy Irresistible Rose Velvet 2.7 oz. Eau De Parfum Spray New in Sealed Box,Eau de Parfum,43.99,US $43.99/ea,10.0,More than 10 available / 24 sold,24.0
CHANGE For Women,Chance Eau de Perfume Natural spray for women 3.4 oz/ 100 ml,Perfume,18.99,US $18.99,0.0,Last One / 2 sold,2.0
Le Labo,Le Labo Santal 33 Eau de Parfum Sample Spray Vial .05 oz /1.5 ml  New authentic,Eau de Parfum,14.75,US $14.75,10.0,More than 10 available / 119 sold,119.0
Juicy Couture,Viva La Juicy Sucre by Juicy Couture 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,59.32,US $59.32,0.0,Limited quantity available / 119 sold,119.0
Creed,Creed Queen Of Silk Eau De Parfum EDP 2.5oz / 75ml New 2024,Eau de Parfum,285.0,US $285.00,8.0,8 available / 5 sold,5.0
ASST,MOTHER'S DAY SALE DG YSL GUESS KENZO  BURBERRY ARMANI LACOSTE CACHERAL MOSCHINO+,ASST,13.37,US $13.37,92.0,92 available / 7 sold,7.0
Versace,Versace Bright Crystal 3.0 fl oz/90ml Eau de Toilette Spray for Women New In Box,Eau de Toilette,38.49,US $38.49/ea,10.0,More than 10 available / 81 sold,81.0
Calvin Klein,CK Beauty by Calvin Klein 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,25.98,US $25.98/ea,10.0,"More than 10 available / 5,255 sold",5255.0
Al-Rehab,Soft - Al-Rehab Eau De Natural Perfume Spray - 35 ml (1.15 fl. oz),BEAUTY,9.25,US $9.25,10.0,More than 10 available / 30 sold,30.0
Estée Lauder,Estee Lauder Bronze Goddess Skinscent Perfume Sample Spray 0.05 oz. / 1.5 ml New,Perfume,11.95,US $11.95/ea,3.0,3 available / 7 sold,7.0
Tiziana Terenzi,Atlantide by Tiziana Terenzi 1.5ml Vial Spray New Factory Sealed,Extract Parfum,13.0,US $13.00,0.0,Last One / 5 sold,5.0
Juliette has a gun,Not a Perfume By Juliette Has A Gun Eau De Parfum Spray 3.3 oz 100ml For Women,Eau de Parfum,42.99,US $42.99,10.0,More than 10 available / 32 sold,32.0
HERMÈS,Un Jardin Sur La Lagune By Hermes EDT For Women 3.3 oz / 100 ml *NEW IN BOX*,Eau de Toilette,67.99,US $67.99,10.0,More than 10 available / 110 sold,110.0
PRADA,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY NEW & SEALED,Eau de Parfum,44.99,US $44.99/ea,2.0,2 available / 114 sold,114.0
ALFRED SUNG,TESTER SUNG * Alfred Sung * Perfume for Women * 3.4 oz * BRAND NEW,Eau de Toilette,16.2,US $16.20/ea,10.0,"More than 10 available / 2,472 sold",2472.0
Lanvin,Eclat D'Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,31.41,US $31.41/ea,0.0,"Limited quantity available / 5,107 sold",5107.0
Ariana Grande,Ariana Grande Cloud PINK EDP - Dreamy Vanilla Scent 3.4oz Sealed,Eau de Parfum,29.99,US $29.99/ea,6.0,6 available / 9 sold,9.0
Cacharel,Noa by Cacharel for Women Eau de Toilette Spray - 1 fl oz - SPRING SALE !,Does Not Apply,20.0,US $20.00/ea,10.0,More than 10 available / 79 sold,79.0
Tory Burch,Tory Burch Signature Eau de Parfum  0.2oz / 6ml  Rollerball  NEW,Eau de Parfum,19.95,US $19.95,4.0,4 available / 27 sold,27.0
Jo Malone,Jo Malone English Pear & Freesia Cologne EDC Perfume for Women With Sealed Box,Eau de Cologne,49.99,US $49.99,7.0,7 available / 122 sold,122.0
Jo Malone,Jo Malone Peony & Blush Suede Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,79.99,US $79.99,9.0,9 available / 1 sold,1.0
YSL,Yves Saint Laurent Black Opium Women's Perfume EDP 3.0 oz 90 ml Sealed New,Eau de Parfum,45.99,US $45.99,0.0,Last One / 27 sold,27.0
Miraclelayer,Miraclelayer CETALOX  EDP 50ml (a real perfume),Eau de Parfum,27.0,US $27.00/ea,10.0,More than 10 available / 61 sold,61.0
Ouai,OUAI North Bondi Eau de Parfume .34 oz/ 10ml - Brand New,Eau de Parfum,22.99,US $22.99/ea,7.0,7 available / 39 sold,39.0
Fragrance Couture,"""La Vida Bella  For Women Eau De Parfum By Fragrance Couture 3.4",Eau de Parfum,13.99,US $13.99/ea,10.0,More than 10 available / 34 sold,34.0
Lancôme,La Vie Est Belle IRIS ABSOLU by Lancome 3.4 oz L'Eau de Parfum Spray New In Box,Eau de Parfum,61.99,US $61.99,4.0,4 available / 49 sold,49.0
Parfums de Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW,Eau de Parfum,99.99,US $99.99,2.0,2 available / 19 sold,19.0
Valentino,New Valentino Donna Born In Roma Intense 3.4 oz EDP Intense Spray For Women,Eau de Parfum,99.99,US $99.99,0.0,Last One / 19 sold,19.0
Coach,"Coach New York Eau de Parfum, Perfume for Women .15 oz Mini, Splash",Eau de Parfum,13.95,US $13.95,10.0,More than 10 available / 24 sold,24.0
CHANEL,Chanel Coromandel Les Exclusifs Eau De Parfum Mini Splash Bottle 4ml NIB,Eau de Parfum,31.95,US $31.95/ea,10.0,10 available / 196 sold,196.0
Dolce & Gabbana,"Light Blue by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Eau De Toilette,49.51,US $49.51/ea,10.0,More than 10 available / 635 sold,635.0
One Direction,Our Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Eau de Parfum,59.5,US $59.50/ea,10.0,More than 10 available / 3 sold,3.0
Parfums de Marly,Valaya Parfums de Marly for women  2.5 oz/75 ml Eau de Parfum New In Box,Eau de Parfum,99.99,US $99.99,2.0,2 available / 12 sold,12.0
Gucci,Gucci Bamboo 2.5 oz EDP Elegant Perfume for Women Floral Fragrance Sealed,Eau de Parfum,54.99,US $54.99/ea,10.0,10 available / 31 sold,31.0
Mancera,Sicily by Mancera 4 oz EDP Perfume for Men Women Unisex Brand New in Box,Eau de Parfum,69.58,US $69.58,10.0,More than 10 available / 104 sold,104.0
Montale,"Montale Chocolate Greedy by Montale, 3.4 oz EDP Spray for Unisex",Eau De Parfum,59.23,US $59.23/ea,10.0,More than 10 available / 51 sold,51.0
Thierry Mugler,Thierry Mugler Angel Women's EDP 3.4oz Scent Spray New,Eau de Parfum,49.99,US $49.99/ea,5.0,5 available / 17 sold,17.0
Tom Ford,TOM FORD SOLEIL BLANC SHIMMERING BODY OIL GOLD - 1.5 OZ - NEW,Shimmering Body Oil,34.99,US $34.99/ea,9.0,9 available / 30 sold,30.0
Michael Kors,Michael Kors Sexy Blossom for Women EDP Spray 3.4 oz / 100 ml New In Box,Eau de Parfum,35.79,US $35.79/ea,3.0,3 available / 110 sold,110.0
Lattafa,Rave Now Women EDP Perfume By Rave Lattafa 100 ML🥇Gift Rich Amazing Fragrance🥇,Eau de Parfum,30.89,US $30.89/ea,8.0,8 available / 8 sold,8.0
Parfums de Marly,Valaya Parfums de Marly for women  2.5 oz/75 ml Eau de Parfum Spray New In Box,Eau de Parfum,99.99,US $99.99,0.0,Last One / 10 sold,10.0
Armaf,ARMAF OMBRE OUD INTENSE 3.4 FL. OZ / 100 ML EAU DE PARFUM FOR MEN,Eau de Parfum,99.95,US $99.95,10.0,More than 10 available / 79 sold,79.0
Prince Matchabelli,Wind Song by Prince Matchabelli 4 oz Dusting Powder for Women New In Box,Body Powder,14.94,US $14.94/ea,3.0,"3 available / 1,454 sold",1454.0
Givenchy,Ysatis By Givenchy Eau de Toilette for Women 3.3 oz / 100 ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,US $49.99,10.0,More than 10 available / 43 sold,43.0
Lattafa,Yara Tous by Lattafa perfume for Women EDP 3.4 oz New In Box,Eau de Perfume,29.06,US $29.06/ea,103.0,103 available / 152 sold,152.0
Giardini Di Toscana,Bianco Latte EDP by Giardini Di Toscana  100 Ml Missing Two Sprays,Perfume,140.0,US $140.00,0.0,,0.0
Assorted,"Women Designer Perfume Vials Samples Choose Scents, Combined Shipping & Discount",Perfume,1.99,US $1.99/ea,10.0,"More than 10 available / 4,912 sold",4912.0
Kilian,Good Girl Gone Bad By Kilian 50 ml/ 1.7oz Eau de Parfum Spray NEW SEALED,Eau de Parfum,54.99,US $54.99/ea,4.0,4 available / 4 sold,4.0
Jessica Simpson,Fancy by Jessica Simpson 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,26.14,US $26.14/ea,10.0,"More than 10 available / 2,724 sold",2724.0
Carolina Herrera,Carolina Herrera Good Girl EDP Supreme 1.5ml .05fl oz x 4 Perfume Spray Samples,Eau De Parfum Supreme,13.75,US $13.75,10.0,More than 10 available / 52 sold,52.0
Ariana Grande,"NEW Ariana Grande 4 Piece  Body Spray Coffret, 1.7 Ounce. FREE SHIPPING",Gift Sets,17.99,US $17.99/ea,5.0,5 available / 17 sold,17.0
Juicy Couture,Juicy Couture By Juicy Couture Eau De Parfum Spray  Perfume Authentic 1 oz,Eau de Parfum,14.99,US $14.99,10.0,More than 10 available / 5 sold,5.0
Elizabeth Arden,BLUE GRASS by Elizabeth Arden 3.3 oz edp New in Box Sealed,Eau de Parfum,16.3,US $16.30/ea,159.0,"159 available / 1,053 sold",1053.0
Victoria's Secret,Victoria Secret Bombshell Fragrance Mist 250ml-FREE SHIPPING,Fragrance Mist,18.04,US $18.04,10.0,More than 10 available / 3 sold,3.0
HERMÈS,Twilly d'Hermes 7.5ml EDP Mini Splash (New with box),Eau de Parfum,13.88,US $13.88/ea,10.0,More than 10 available / 68 sold,68.0
love luxe beauty,Kuromi  Perfume,Perfume,15.0,US $15.00,4.0,4 available / 1 sold,1.0
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,Eau de Parfum,32.99,US $32.99/ea,9.0,9 available / 83 sold,83.0
Giorgio Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women New In Box USA,Eau de Parfum,49.99,US $49.99/ea,2.0,2 available / 54 sold,54.0
Thierry Mugler,THIERRY MUGLER AURA MUGLER EAU DE TOILETTE REFILLABLE SPRAY 30 ML/ 1.0 FL OZ,Eau de Toilette,40.0,US $40.00,5.0,5 available / 1 sold,1.0
